subj	date	Experiment	SessionTime	level	Procedure	Grid1.OnsetTime	Delay.OnsetTime	Target.OnsetTime	Delay_time	ITI	Load	Block	Cue1_img	Cue2_img	Cue3_img	Target_img	Target.RT	Target.RTTime	Target.ACC	Match
10814	20130403	4_A	14:15:39	2	 cueDelayProbe	 213714	 215214	 216730	 1500	 2000	 high		 Cue5.JPG	 Cue4.JPG	 Cue1.JPG	 Target2368.JPG	 1498	 218228	 0	 no
10814	20130403	4_A	14:15:39	2	 cueDelayProbe	 221247	 222747	 225763	 3000	 8000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 Target1367.JPG	 1853	 227616	 1	 yes
10814	20130403	4_A	14:15:39	2	 cueDelay	 236279	 237779		 4500	 1000	 high		 Cue7.JPG	 Cue5.JPG	 Cue2.JPG	 NA				 NA
10814	20130403	4_A	14:15:39	2	 cueDelayProbe	 243279	 244779	 246295	 1500	 2000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 Target2367.JPG	 839	 247134	 1	 yes
10814	20130403	4_A	14:15:39	2	 cueDelayProbe	 250812	 252312	 253828	 1500	 2000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 Target1358.JPG	 1061	 254889	 1	 no
10814	20130403	4_A	14:15:39	2	 cueDelay	 258345	 259845		 1500	 1000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 NA				 NA
10814	20130403	4_A	14:15:39	2	 cue	 262345			 NA	 2000	 high		 Cue6.JPG	 Cue3.JPG	 Cue2.JPG	 NA				 NA
10814	20130403	4_A	14:15:39	2	 cueDelayProbe	 265844	 267344	 270361	 3000	 16000	 high		 Cue2.JPG	 Cue3.JPG	 Cue7.JPG	 Target1458.JPG	 1041	 271402	 1	 no
10814	20130403	4_A	14:15:39	2	 cueDelayProbe	 288876	 290376	 291893	 1500	 1000	 high		 Cue2.JPG	 Cue5.JPG	 Cue3.JPG	 Target2467.JPG	 1880	 293773	 1	 yes
10814	20130403	4_A	14:15:39	2	 cueDelayProbe	 295409	 296909	 298426	 1500	 1000	 high		 Cue1.JPG	 Cue8.JPG	 Cue6.JPG	 Target2457.JPG	 0	 0	 0	 no
10814	20130403	4_A	14:15:39	2	 cueDelay	 301909	 303409		 1500	 1000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 NA				 NA
10814	20130403	4_A	14:15:39	2	 cueDelay	 305909	 307410		 3000	 2000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 NA				 NA
10814	20130403	4_A	14:15:39	2	 cueDelayProbe	 312408	 313908	 318425	 4500	 1000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 Target2368.JPG	 955	 319380	 1	 yes
10814	20130403	4_A	14:15:39	2	 cueDelayProbe	 321941	 323441	 324958	 1500	 4000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 Target2467.JPG	 0	 0	 0	 no
10814	20130403	4_A	14:15:39	2	 cue	 331441			 NA	 8000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 NA				 NA
10814	20130403	4_A	14:15:39	2	 cue	 340940			 NA	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 NA				 NA
10814	20130403	4_A	14:15:39	2	 cueDelayProbe	 343440	 344940	 346456	 1500	 4000	 high		 Cue8.JPG	 Cue3.JPG	 Cue2.JPG	 Target1457.JPG	 1475	 347931	 0	 no
10814	20130403	4_A	14:15:39	2	 cue	 352973			 NA	 1000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 NA				 NA
10814	20130403	4_A	14:15:39	2	 cue	 355473			 NA	 4000	 high		 Cue1.JPG	 Cue6.JPG	 Cue7.JPG	 NA				 NA
10814	20130403	4_A	14:15:39	2	 cueDelayProbe	 360972	 362472	 365489	 3000	 2000	 high		 Cue1.JPG	 Cue5.JPG	 Cue4.JPG	 Target2367.JPG	 1518	 367007	 0	 no
10814	20130403	4_A	14:15:39	2	 cueDelayProbe	 370005	 371505	 373022	 1500	 1000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 Target2458.JPG	 1740	 374762	 1	 yes
10814	20130403	4_A	14:15:39	2	 cueDelay	 376538	 378038		 1500	 4000	 high		 Cue5.JPG	 Cue7.JPG	 Cue4.JPG	 NA				 NA
10814	20130403	4_A	14:15:39	2	 cueDelayProbe	 383538	 385038	 388054	 3000	 1000	 high		 Cue4.JPG	 Cue1.JPG	 Cue6.JPG	 Target1358.JPG	 1338	 389392	 0	 yes
10814	20130403	4_A	14:15:39	2	 cue	 391571			 NA	 1000	 high		 Cue5.JPG	 Cue7.JPG	 Cue2.JPG	 NA				 NA
10841	20130322	4_A	10:45:04	2	 cueDelayProbe	 35635	 37135	 38652	 1500	 8000	 high		 Cue7.JPG	 Cue3.JPG	 Cue6.JPG	 Target2468.JPG	 1195	 39847	 1	 yes
10841	20130322	4_A	10:45:04	2	 cueDelay	 49168	 50668		 1500	 2000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 NA				 NA
10841	20130322	4_A	10:45:04	2	 cueDelayProbe	 54168	 55668	 58684	 3000	 2000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 Target2468.JPG	 725	 59409	 1	 no
10841	20130322	4_A	10:45:04	2	 cue	 63200			 NA	 1000	 high		 Cue7.JPG	 Cue3.JPG	 Cue2.JPG	 NA				 NA
10841	20130322	4_A	10:45:04	2	 cue	 65700			 NA	 4000	 high		 Cue8.JPG	 Cue2.JPG	 Cue4.JPG	 NA				 NA
10841	20130322	4_A	10:45:04	2	 cueDelayProbe	 71200	 72700	 74200	 1500	 4000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 Target2458.JPG	 783	 74983	 1	 yes
10841	20130322	4_A	10:45:04	2	 cueDelay	 80716	 82216		 3000	 4000	 high		 Cue6.JPG	 Cue3.JPG	 Cue7.JPG	 NA				 NA
10841	20130322	4_A	10:45:04	2	 cueDelay	 89216	 90715		 4500	 16000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 NA				 NA
10841	20130322	4_A	10:45:04	2	 cueDelay	 111214	 112714		 3000	 1000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 NA				 NA
10841	20130322	4_A	10:45:04	2	 cueDelayProbe	 116714	 118214	 119730	 1500	 1000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 Target1368.JPG	 571	 120301	 1	 no
10841	20130322	4_A	10:45:04	2	 cueDelayProbe	 123247	 124747	 129246	 4500	 1000	 high		 Cue1.JPG	 Cue6.JPG	 Cue8.JPG	 Target2457.JPG	 1103	 130349	 1	 no
10841	20130322	4_A	10:45:04	2	 cue	 132763			 NA	 1000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 NA				 NA
10841	20130322	4_A	10:45:04	2	 cue	 135263			 NA	 2000	 high		 Cue2.JPG	 Cue3.JPG	 Cue6.JPG	 NA				 NA
10841	20130322	4_A	10:45:04	2	 cueDelayProbe	 138763	 140262	 143279	 3000	 1000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 Target2367.JPG	 742	 144021	 1	 yes
10841	20130322	4_A	10:45:04	2	 cueDelay	 146795	 148295		 1500	 4000	 high		 Cue2.JPG	 Cue6.JPG	 Cue4.JPG	 NA				 NA
10841	20130322	4_A	10:45:04	2	 cueDelay	 153795	 155295		 3000	 1000	 high		 Cue8.JPG	 Cue4.JPG	 Cue5.JPG	 NA				 NA
10841	20130322	4_A	10:45:04	2	 cueDelay	 159295	 160795		 1500	 1000	 high		 Cue6.JPG	 Cue2.JPG	 Cue7.JPG	 NA				 NA
10841	20130322	4_A	10:45:04	2	 cueDelayProbe	 163294	 164794	 169311	 4500	 8000	 high		 Cue1.JPG	 Cue7.JPG	 Cue5.JPG	 Target2367.JPG	 1429	 170740	 1	 yes
10841	20130322	4_A	10:45:04	2	 cueDelayProbe	 179827	 181327	 185843	 4500	 1000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 Target1367.JPG	 609	 186452	 1	 no
10841	20130322	4_A	10:45:04	2	 cue	 189360			 NA	 2000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 NA				 NA
10841	20130322	4_A	10:45:04	2	 cueDelayProbe	 192859	 194359	 195859	 1500	 2000	 high		 Cue5.JPG	 Cue4.JPG	 Cue8.JPG	 Target2368.JPG	 1068	 196927	 1	 yes
10841	20130322	4_A	10:45:04	2	 cueDelayProbe	 200376	 201876	 204892	 3000	 1000	 high		 Cue7.JPG	 Cue4.JPG	 Cue5.JPG	 Target2367.JPG	 1143	 206035	 1	 yes
10841	20130322	4_A	10:45:04	2	 cue	 208408			 NA	 1000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 NA				 NA
10841	20130322	4_A	10:45:04	2	 cueDelayProbe	 210908	 212408	 215425	 3000	 2000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 Target1458.JPG	 1408	 216833	 1	 no
10841	20130322	4_A	10:45:04	2	 cueDelayProbe	 219941	 221441	 222941	 1500	 2000	 high		 Cue5.JPG	 Cue4.JPG	 Cue1.JPG	 Target2368.JPG	 1305	 224246	 1	 no
10841	20130322	4_A	10:45:04	2	 cueDelayProbe	 227457	 228957	 231974	 3000	 8000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 Target1367.JPG	 732	 232706	 1	 yes
10841	20130322	4_A	10:45:04	2	 cueDelay	 242490	 243990		 4500	 1000	 high		 Cue7.JPG	 Cue5.JPG	 Cue2.JPG	 NA				 NA
10841	20130322	4_A	10:45:04	2	 cueDelayProbe	 249489	 250989	 252506	 1500	 2000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 Target2367.JPG	 671	 253177	 1	 yes
10841	20130322	4_A	10:45:04	2	 cueDelayProbe	 257022	 258522	 260039	 1500	 2000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 Target1358.JPG	 740	 260779	 1	 no
10841	20130322	4_A	10:45:04	2	 cueDelay	 264555	 266055		 1500	 1000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 NA				 NA
10841	20130322	4_A	10:45:04	2	 cue	 268555			 NA	 2000	 high		 Cue6.JPG	 Cue3.JPG	 Cue2.JPG	 NA				 NA
10841	20130322	4_A	10:45:04	2	 cueDelayProbe	 272055	 273555	 276571	 3000	 16000	 high		 Cue2.JPG	 Cue3.JPG	 Cue7.JPG	 Target1458.JPG	 663	 277234	 0	 no
10841	20130322	4_A	10:45:04	2	 cueDelayProbe	 295087	 296587	 298087	 1500	 1000	 high		 Cue2.JPG	 Cue5.JPG	 Cue3.JPG	 Target2467.JPG	 773	 298860	 1	 yes
10841	20130322	4_A	10:45:04	2	 cueDelayProbe	 301603	 303103	 304619	 1500	 1000	 high		 Cue1.JPG	 Cue8.JPG	 Cue6.JPG	 Target2457.JPG	 1459	 306078	 1	 no
10841	20130322	4_A	10:45:04	2	 cueDelay	 308136	 309636		 1500	 1000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 NA				 NA
10841	20130322	4_A	10:45:04	2	 cueDelay	 312136	 313636		 3000	 2000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 NA				 NA
10841	20130322	4_A	10:45:04	2	 cueDelayProbe	 318635	 320135	 324652	 4500	 1000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 Target2368.JPG	 653	 325305	 1	 yes
10841	20130322	4_A	10:45:04	2	 cueDelayProbe	 328168	 329668	 331168	 1500	 4000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 Target2467.JPG	 770	 331938	 1	 no
10841	20130322	4_A	10:45:04	2	 cue	 337684			 NA	 8000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 NA				 NA
10841	20130322	4_A	10:45:04	2	 cue	 347184			 NA	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 NA				 NA
10841	20130322	4_A	10:45:04	2	 cueDelayProbe	 349683	 351183	 352700	 1500	 4000	 high		 Cue8.JPG	 Cue3.JPG	 Cue2.JPG	 Target1457.JPG	 966	 353666	 1	 no
10841	20130322	4_A	10:45:04	2	 cue	 359216			 NA	 1000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 NA				 NA
10841	20130322	4_A	10:45:04	2	 cue	 361716			 NA	 4000	 high		 Cue1.JPG	 Cue6.JPG	 Cue7.JPG	 NA				 NA
10841	20130322	4_A	10:45:04	2	 cueDelayProbe	 367216	 368716	 371716	 3000	 2000	 high		 Cue1.JPG	 Cue5.JPG	 Cue4.JPG	 Target2367.JPG	 790	 372506	 1	 no
10841	20130322	4_A	10:45:04	2	 cueDelayProbe	 376232	 377732	 379232	 1500	 1000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 Target2458.JPG	 632	 379864	 1	 yes
10841	20130322	4_A	10:45:04	2	 cueDelay	 382748	 384248		 1500	 4000	 high		 Cue5.JPG	 Cue7.JPG	 Cue4.JPG	 NA				 NA
10841	20130322	4_A	10:45:04	2	 cueDelayProbe	 389748	 391248	 394264	 3000	 1000	 high		 Cue4.JPG	 Cue1.JPG	 Cue6.JPG	 Target1358.JPG	 1248	 395512	 1	 yes
10841	20130322	4_A	10:45:04	2	 cue	 397781			 NA	 1000	 high		 Cue5.JPG	 Cue7.JPG	 Cue2.JPG	 NA				 NA
10915	20130301	4_A	16:28:07	2	 cueDelayProbe	 30625	 32125	 33641	 1500	 8000	 high		 Cue7.JPG	 Cue3.JPG	 Cue6.JPG	 Target2468.JPG	 1080	 34721	 1	 yes
10915	20130301	4_A	16:28:07	2	 cueDelay	 44157	 45657		 1500	 2000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 NA				 NA
10915	20130301	4_A	16:28:07	2	 cueDelayProbe	 49157	 50657	 53657	 3000	 2000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 Target2468.JPG	 1048	 54705	 1	 no
10915	20130301	4_A	16:28:07	2	 cue	 58173			 NA	 1000	 high		 Cue7.JPG	 Cue3.JPG	 Cue2.JPG	 NA				 NA
10915	20130301	4_A	16:28:07	2	 cue	 60673			 NA	 4000	 high		 Cue8.JPG	 Cue2.JPG	 Cue4.JPG	 NA				 NA
10915	20130301	4_A	16:28:07	2	 cueDelayProbe	 66173	 67673	 69173	 1500	 4000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 Target2458.JPG	 916	 70089	 1	 yes
10915	20130301	4_A	16:28:07	2	 cueDelay	 75689	 77189		 3000	 4000	 high		 Cue6.JPG	 Cue3.JPG	 Cue7.JPG	 NA				 NA
10915	20130301	4_A	16:28:07	2	 cueDelay	 84189	 85688		 4500	 16000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 NA				 NA
10915	20130301	4_A	16:28:07	2	 cueDelay	 106187	 107687		 3000	 1000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 NA				 NA
10915	20130301	4_A	16:28:07	2	 cueDelayProbe	 111687	 113187	 114703	 1500	 1000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 Target1368.JPG	 833	 115536	 1	 no
10915	20130301	4_A	16:28:07	2	 cueDelayProbe	 118220	 119720	 124220	 4500	 1000	 high		 Cue1.JPG	 Cue6.JPG	 Cue8.JPG	 Target2457.JPG	 948	 125168	 1	 no
10915	20130301	4_A	16:28:07	2	 cue	 127736			 NA	 1000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 NA				 NA
10915	20130301	4_A	16:28:07	2	 cue	 130236			 NA	 2000	 high		 Cue2.JPG	 Cue3.JPG	 Cue6.JPG	 NA				 NA
10915	20130301	4_A	16:28:07	2	 cueDelayProbe	 133736	 135236	 138236	 3000	 1000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 Target2367.JPG	 748	 138984	 1	 yes
10915	20130301	4_A	16:28:07	2	 cueDelay	 141752	 143252		 1500	 4000	 high		 Cue2.JPG	 Cue6.JPG	 Cue4.JPG	 NA				 NA
10915	20130301	4_A	16:28:07	2	 cueDelay	 148752	 150251		 3000	 1000	 high		 Cue8.JPG	 Cue4.JPG	 Cue5.JPG	 NA				 NA
10915	20130301	4_A	16:28:07	2	 cueDelay	 154251	 155751		 1500	 1000	 high		 Cue6.JPG	 Cue2.JPG	 Cue7.JPG	 NA				 NA
10915	20130301	4_A	16:28:07	2	 cueDelayProbe	 158251	 159751	 164267	 4500	 8000	 high		 Cue1.JPG	 Cue7.JPG	 Cue5.JPG	 Target2367.JPG	 997	 165264	 1	 yes
10915	20130301	4_A	16:28:07	2	 cueDelayProbe	 174783	 176283	 180783	 4500	 1000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 Target1367.JPG	 689	 181472	 1	 no
10915	20130301	4_A	16:28:07	2	 cue	 184300			 NA	 2000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 NA				 NA
10915	20130301	4_A	16:28:07	2	 cueDelayProbe	 187799	 189299	 190799	 1500	 2000	 high		 Cue5.JPG	 Cue4.JPG	 Cue8.JPG	 Target2368.JPG	 1161	 191960	 1	 yes
10915	20130301	4_A	16:28:07	2	 cueDelayProbe	 195316	 196816	 199815	 3000	 1000	 high		 Cue7.JPG	 Cue4.JPG	 Cue5.JPG	 Target2367.JPG	 929	 200744	 1	 yes
10915	20130301	4_A	16:28:07	2	 cue	 203332			 NA	 1000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 NA				 NA
10915	20130301	4_A	16:28:07	2	 cueDelayProbe	 205832	 207332	 210331	 3000	 2000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 Target1458.JPG	 965	 211296	 1	 no
10915	20130301	4_A	16:28:07	2	 cueDelayProbe	 214848	 216348	 217848	 1500	 2000	 high		 Cue5.JPG	 Cue4.JPG	 Cue1.JPG	 Target2368.JPG	 1640	 219488	 1	 no
10915	20130301	4_A	16:28:07	2	 cueDelayProbe	 222364	 223864	 226864	 3000	 8000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 Target1367.JPG	 919	 227783	 1	 yes
10915	20130301	4_A	16:28:07	2	 cueDelay	 237380	 238880		 4500	 1000	 high		 Cue7.JPG	 Cue5.JPG	 Cue2.JPG	 NA				 NA
10915	20130301	4_A	16:28:07	2	 cueDelayProbe	 244380	 245879	 247396	 1500	 2000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 Target2367.JPG	 971	 248367	 1	 yes
10915	20130301	4_A	16:28:07	2	 cueDelayProbe	 251912	 253412	 254912	 1500	 2000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 Target1358.JPG	 855	 255767	 1	 no
10915	20130301	4_A	16:28:07	2	 cueDelay	 259429	 260929		 1500	 1000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 NA				 NA
10915	20130301	4_A	16:28:07	2	 cue	 263428			 NA	 2000	 high		 Cue6.JPG	 Cue3.JPG	 Cue2.JPG	 NA				 NA
10915	20130301	4_A	16:28:07	2	 cueDelayProbe	 266928	 268428	 271428	 3000	 16000	 high		 Cue2.JPG	 Cue3.JPG	 Cue7.JPG	 Target1458.JPG	 739	 272167	 1	 no
10915	20130301	4_A	16:28:07	2	 cueDelayProbe	 289944	 291444	 292943	 1500	 1000	 high		 Cue2.JPG	 Cue5.JPG	 Cue3.JPG	 Target2467.JPG	 1056	 293999	 1	 yes
10915	20130301	4_A	16:28:07	2	 cueDelayProbe	 296460	 297960	 299460	 1500	 1000	 high		 Cue1.JPG	 Cue8.JPG	 Cue6.JPG	 Target2457.JPG	 1035	 300495	 1	 no
10915	20130301	4_A	16:28:07	2	 cueDelay	 302976	 304476		 1500	 1000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 NA				 NA
10915	20130301	4_A	16:28:07	2	 cueDelay	 306976	 308476		 3000	 2000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 NA				 NA
10915	20130301	4_A	16:28:07	2	 cueDelayProbe	 313476	 314976	 319492	 4500	 1000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 Target2368.JPG	 1235	 320727	 1	 yes
10915	20130301	4_A	16:28:07	2	 cueDelayProbe	 323008	 324508	 326008	 1500	 4000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 Target2467.JPG	 807	 326815	 1	 no
10915	20130301	4_A	16:28:07	2	 cue	 332525			 NA	 8000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 NA				 NA
10915	20130301	4_A	16:28:07	2	 cue	 342024			 NA	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 NA				 NA
10915	20130301	4_A	16:28:07	2	 cueDelayProbe	 344524	 346024	 347540	 1500	 4000	 high		 Cue8.JPG	 Cue3.JPG	 Cue2.JPG	 Target1457.JPG	 891	 348431	 1	 no
10915	20130301	4_A	16:28:07	2	 cue	 354057			 NA	 1000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 NA				 NA
10915	20130301	4_A	16:28:07	2	 cue	 356557			 NA	 4000	 high		 Cue1.JPG	 Cue6.JPG	 Cue7.JPG	 NA				 NA
10915	20130301	4_A	16:28:07	2	 cueDelayProbe	 362056	 363556	 366556	 3000	 2000	 high		 Cue1.JPG	 Cue5.JPG	 Cue4.JPG	 Target2367.JPG	 995	 367551	 1	 no
10915	20130301	4_A	16:28:07	2	 cueDelayProbe	 371072	 372572	 374072	 1500	 1000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 Target2458.JPG	 774	 374846	 1	 yes
10915	20130301	4_A	16:28:07	2	 cueDelay	 377589	 379089		 1500	 4000	 high		 Cue5.JPG	 Cue7.JPG	 Cue4.JPG	 NA				 NA
10915	20130301	4_A	16:28:07	2	 cueDelayProbe	 384588	 386088	 389088	 3000	 1000	 high		 Cue4.JPG	 Cue1.JPG	 Cue6.JPG	 Target1358.JPG	 934	 390022	 1	 yes
10915	20130301	4_A	16:28:07	2	 cue	 392605			 NA	 1000	 high		 Cue5.JPG	 Cue7.JPG	 Cue2.JPG	 NA				 NA
10918	20130129	4_A	16:02:02	2	 cueDelayProbe			 33163	 1500	 8000	 high		 Cue7.JPG	 Cue3.JPG	 Cue6.JPG	 Target2468.JPG	 907	 34070	 1	 yes
10918	20130129	4_A	16:02:02	2	 cueDelay				 1500	 2000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 NA				 NA
10918	20130129	4_A	16:02:02	2	 cueDelayProbe			 52979	 3000	 2000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 Target2468.JPG	 1019	 53998	 1	 no
10918	20130129	4_A	16:02:02	2	 cue				 NA	 1000	 high		 Cue7.JPG	 Cue3.JPG	 Cue2.JPG	 NA				 NA
10918	20130129	4_A	16:02:02	2	 cue				 NA	 4000	 high		 Cue8.JPG	 Cue2.JPG	 Cue4.JPG	 NA				 NA
10918	20130129	4_A	16:02:02	2	 cueDelayProbe			 68311	 1500	 4000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 Target2458.JPG	 1342	 69653	 1	 yes
10918	20130129	4_A	16:02:02	2	 cueDelay				 3000	 4000	 high		 Cue6.JPG	 Cue3.JPG	 Cue7.JPG	 NA				 NA
10918	20130129	4_A	16:02:02	2	 cueDelay				 4500	 16000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 NA				 NA
10918	20130129	4_A	16:02:02	2	 cueDelay				 3000	 1000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 NA				 NA
10918	20130129	4_A	16:02:02	2	 cueDelayProbe			 113642	 1500	 1000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 Target1368.JPG	 1091	 114733	 1	 no
10918	20130129	4_A	16:02:02	2	 cueDelayProbe			 122958	 4500	 1000	 high		 Cue1.JPG	 Cue6.JPG	 Cue8.JPG	 Target2457.JPG	 1063	 124021	 1	 no
10918	20130129	4_A	16:02:02	2	 cue				 NA	 1000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 NA				 NA
10918	20130129	4_A	16:02:02	2	 cue				 NA	 2000	 high		 Cue2.JPG	 Cue3.JPG	 Cue6.JPG	 NA				 NA
10918	20130129	4_A	16:02:02	2	 cueDelayProbe			 136774	 3000	 1000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 Target2367.JPG	 1183	 137957	 1	 yes
10918	20130129	4_A	16:02:02	2	 cueDelay				 1500	 4000	 high		 Cue2.JPG	 Cue6.JPG	 Cue4.JPG	 NA				 NA
10918	20130129	4_A	16:02:02	2	 cueDelay				 3000	 1000	 high		 Cue8.JPG	 Cue4.JPG	 Cue5.JPG	 NA				 NA
10918	20130129	4_A	16:02:02	2	 cueDelay				 1500	 1000	 high		 Cue6.JPG	 Cue2.JPG	 Cue7.JPG	 NA				 NA
10918	20130129	4_A	16:02:02	2	 cueDelayProbe			 162606	 4500	 8000	 high		 Cue1.JPG	 Cue7.JPG	 Cue5.JPG	 Target2367.JPG	 1535	 164141	 1	 yes
10918	20130129	4_A	16:02:02	2	 cueDelayProbe			 178921	 4500	 1000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 Target1367.JPG	 923	 179844	 1	 no
10918	20130129	4_A	16:02:02	2	 cue				 NA	 2000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 NA				 NA
10918	20130129	4_A	16:02:02	2	 cueDelayProbe			 188737	 1500	 2000	 high		 Cue5.JPG	 Cue4.JPG	 Cue8.JPG	 Target2368.JPG	 1315	 190052	 1	 yes
10918	20130129	4_A	16:02:02	2	 cueDelayProbe			 197553	 3000	 1000	 high		 Cue7.JPG	 Cue4.JPG	 Cue5.JPG	 Target2367.JPG	 971	 198524	 1	 yes
10918	20130129	4_A	16:02:02	2	 cue				 NA	 1000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 NA				 NA
10918	20130129	4_A	16:02:02	2	 cueDelayProbe			 207869	 3000	 2000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 Target1458.JPG	 1095	 208964	 1	 no
10918	20130129	4_A	16:02:02	2	 cueDelayProbe			 215186	 1500	 2000	 high		 Cue5.JPG	 Cue4.JPG	 Cue1.JPG	 Target2368.JPG	 1234	 216420	 1	 no
10918	20130129	4_A	16:02:02	2	 cueDelayProbe			 224002	 3000	 8000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 Target1367.JPG	 986	 224988	 1	 yes
10918	20130129	4_A	16:02:02	2	 cueDelay				 4500	 1000	 high		 Cue7.JPG	 Cue5.JPG	 Cue2.JPG	 NA				 NA
10918	20130129	4_A	16:02:02	2	 cueDelayProbe			 244334	 1500	 2000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 Target2367.JPG	 1214	 245548	 1	 yes
10918	20130129	4_A	16:02:02	2	 cueDelayProbe			 251650	 1500	 2000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 Target1358.JPG	 914	 252564	 1	 no
10918	20130129	4_A	16:02:02	2	 cueDelay				 1500	 1000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 NA				 NA
10918	20130129	4_A	16:02:02	2	 cue				 NA	 2000	 high		 Cue6.JPG	 Cue3.JPG	 Cue2.JPG	 NA				 NA
