subj	date	Experiment	SessionTime	level	Procedure	Grid1.OnsetTime	Delay.OnsetTime	Target.OnsetTime	Delay_time	ITI	Load	Block	Cue1_img	Cue2_img	Cue3_img	Target_img	Target.RT	Target.RTTime	Target.ACC	Match
10895	20130201	2_A	11:16:20	2	 cueDelay				 4500	 1000	 high		 Cue7.JPG	 Cue2.JPG	 Cue5.JPG	 NA				 NA
10895	20130201	2_A	11:16:20	2	 cueDelay				 3000	 1000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 NA				 NA
10895	20130201	2_A	11:16:20	2	 cueDelay				 3000	 1000	 high		 Cue3.JPG	 Cue8.JPG	 Cue2.JPG	 NA				 NA
10895	20130201	2_A	11:16:20	2	 cueDelayProbe			 108773	 1500	 1000	 high		 Cue1.JPG	 Cue6.JPG	 Cue4.JPG	 Target2357.JPG	 1449	 110222	 1	 no
10895	20130201	2_A	11:16:20	2	 cue				 NA	 2000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 NA				 NA
10895	20130201	2_A	11:16:20	2	 cueDelayProbe			 121589	 4500	 1000	 high		 Cue8.JPG	 Cue1.JPG	 Cue3.JPG	 Target1467.JPG	 1089	 122678	 1	 yes
10895	20130201	2_A	11:16:20	2	 cue				 NA	 4000	 high		 Cue3.JPG	 Cue6.JPG	 Cue1.JPG	 NA				 NA
10895	20130201	2_A	11:16:20	2	 cue				 NA	 1000	 high		 Cue5.JPG	 Cue7.JPG	 Cue3.JPG	 NA				 NA
10895	20130201	2_A	11:16:20	2	 cueDelayProbe			 135905	 1500	 2000	 high		 Cue7.JPG	 Cue2.JPG	 Cue6.JPG	 Target1368.JPG	 1853	 137758	 1	 yes
10895	20130201	2_A	11:16:20	2	 cueDelayProbe			 144721	 3000	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 Target1368.JPG	 1053	 145774	 1	 no
10895	20130201	2_A	11:16:20	2	 cue				 NA	 4000	 high		 Cue7.JPG	 Cue3.JPG	 Cue1.JPG	 NA				 NA
10895	20130201	2_A	11:16:20	2	 cueDelayProbe			 158037	 3000	 4000	 high		 Cue2.JPG	 Cue4.JPG	 Cue5.JPG	 Target1367.JPG	 1201	 159238	 1	 no
10895	20130201	2_A	11:16:20	2	 cue				 NA	 4000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 NA				 NA
10895	20130201	2_A	11:16:20	2	 cueDelayProbe			 175853	 4500	 2000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 Target1457.JPG	 929	 176782	 1	 no
10895	20130201	2_A	11:16:20	2	 cueDelay				 3000	 2000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 NA				 NA
10895	20130201	2_A	11:16:20	2	 cueDelay				 1500	 8000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 NA				 NA
10895	20130201	2_A	11:16:20	2	 cueDelayProbe			 200668	 1500	 1000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 Target2458.JPG	 1137	 201805	 1	 yes
10895	20130201	2_A	11:16:20	2	 cueDelayProbe			 208484	 3000	 2000	 high		 Cue7.JPG	 Cue6.JPG	 Cue2.JPG	 Target1357.JPG	 1097	 209581	 1	 yes
10895	20130201	2_A	11:16:20	2	 cue				 NA	 1000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 NA				 NA
10895	20130201	2_A	11:16:20	2	 cue				 NA	 1000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 NA				 NA
10895	20130201	2_A	11:16:20	2	 cue				 NA	 16000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 NA				 NA
10895	20130201	2_A	11:16:20	2	 cueDelayProbe			 239799	 3000	 8000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 Target1467.JPG	 1462	 241261	 1	 yes
10895	20130201	2_A	11:16:20	2	 cueDelay				 4500	 8000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 NA				 NA
10895	20130201	2_A	11:16:20	2	 cueDelayProbe			 268614	 3000	 1000	 high		 Cue2.JPG	 Cue3.JPG	 Cue8.JPG	 Target1457.JPG	 1223	 269837	 1	 no
10895	20130201	2_A	11:16:20	2	 cueDelayProbe			 274930	 1500	 1000	 high		 Cue1.JPG	 Cue3.JPG	 Cue8.JPG	 Target2458.JPG	 1691	 276621	 1	 yes
10895	20130201	2_A	11:16:20	2	 cueDelayProbe			 284246	 4500	 8000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 Target1357.JPG	 1198	 285444	 1	 yes
10895	20130201	2_A	11:16:20	2	 cueDelay				 1500	 2000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 NA				 NA
10895	20130201	2_A	11:16:20	2	 cueDelay				 1500	 1000	 high		 Cue6.JPG	 Cue7.JPG	 Cue3.JPG	 NA				 NA
10895	20130201	2_A	11:16:20	2	 cueDelay				 1500	 2000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 NA				 NA
10895	20130201	2_A	11:16:20	2	 cueDelayProbe			 311562	 1500	 1000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 Target2467.JPG	 954	 312516	 1	 yes
10895	20130201	2_A	11:16:20	2	 cue				 NA	 2000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 NA				 NA
10895	20130201	2_A	11:16:20	2	 cueDelayProbe			 322877	 3000	 1000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 Target1468.JPG	 1095	 323972	 1	 yes
10895	20130201	2_A	11:16:20	2	 cueDelay				 1500	 2000	 high		 Cue3.JPG	 Cue8.JPG	 Cue1.JPG	 NA				 NA
10895	20130201	2_A	11:16:20	2	 cueDelayProbe			 334193	 1500	 2000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 Target1357.JPG	 1835	 336028	 1	 no
10895	20130201	2_A	11:16:20	2	 cueDelayProbe			 341510	 1500	 2000	 high		 Cue3.JPG	 Cue1.JPG	 Cue8.JPG	 Target2457.JPG	 1278	 342788	 1	 no
10895	20130201	2_A	11:16:20	2	 cueDelayProbe			 348826	 1500	 4000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 Target2467.JPG	 1290	 350116	 1	 yes
10895	20130201	2_A	11:16:20	2	 cueDelayProbe			 359642	 3000	 1000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 Target2468.JPG	 1194	 360836	 1	 no
10895	20130201	2_A	11:16:20	2	 cueDelayProbe			 365958	 1500	 1000	 high		 Cue4.JPG	 Cue7.JPG	 Cue6.JPG	 Target2358.JPG	 0	 0	 0	 no
10895	20130201	2_A	11:16:20	2	 cueDelayProbe			 372258	 1500	 4000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 Target2467.JPG	 1106	 373364	 1	 no
10895	20130201	2_A	11:16:20	2	 cueDelayProbe			 384574	 4500	 1000	 high		 Cue1.JPG	 Cue7.JPG	 Cue4.JPG	 Target2368.JPG	 1093	 385667	 1	 no
10895	20130201	2_A	11:16:20	2	 cue				 NA	 1000	 high		 Cue3.JPG	 Cue7.JPG	 Cue5.JPG	 NA				 NA
10912	20130301	2_A	16:14:02	2	 cueDelayProbe	 30605	 32104	 33604	 1500	 1000	 high		 Cue2.JPG	 Cue4.JPG	 Cue8.JPG	 Target2367.JPG	 911	 34515	 1	 yes
10912	20130301	2_A	16:14:02	2	 cueDelayProbe	 37121	 38621	 40121	 1500	 4000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 Target1357.JPG	 714	 40835	 1	 no
10912	20130301	2_A	16:14:02	2	 cue	 46637			 NA	 1000	 high		 Cue8.JPG	 Cue2.JPG	 Cue3.JPG	 NA				 NA
10912	20130301	2_A	16:14:02	2	 cueDelay	 49137	 50637		 1500	 4000	 high		 Cue2.JPG	 Cue6.JPG	 Cue7.JPG	 NA				 NA
10912	20130301	2_A	16:14:02	2	 cue	 56137			 NA	 2000	 high		 Cue7.JPG	 Cue3.JPG	 Cue5.JPG	 NA				 NA
10912	20130301	2_A	16:14:02	2	 cueDelayProbe	 59636	 61136	 64153	 3000	 16000	 high		 Cue2.JPG	 Cue4.JPG	 Cue7.JPG	 Target1458.JPG	 1913	 66066	 1	 yes
10912	20130301	2_A	16:14:02	2	 cueDelay	 82668	 84168		 3000	 1000	 high		 Cue7.JPG	 Cue6.JPG	 Cue4.JPG	 NA				 NA
10912	20130301	2_A	16:14:02	2	 cueDelay	 88168	 89668		 4500	 1000	 high		 Cue7.JPG	 Cue2.JPG	 Cue5.JPG	 NA				 NA
10912	20130301	2_A	16:14:02	2	 cueDelay	 95168	 96668		 3000	 1000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 NA				 NA
10912	20130301	2_A	16:14:02	2	 cueDelay	 100667	 102167		 3000	 1000	 high		 Cue3.JPG	 Cue8.JPG	 Cue2.JPG	 NA				 NA
10912	20130301	2_A	16:14:02	2	 cueDelayProbe	 106167	 107667	 109184	 1500	 1000	 high		 Cue1.JPG	 Cue6.JPG	 Cue4.JPG	 Target2357.JPG	 1306	 110490	 1	 no
10912	20130301	2_A	16:14:02	2	 cue	 112700			 NA	 2000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 NA				 NA
10912	20130301	2_A	16:14:02	2	 cueDelayProbe	 116200	 117700	 122199	 4500	 1000	 high		 Cue8.JPG	 Cue1.JPG	 Cue3.JPG	 Target1467.JPG	 1403	 123602	 1	 yes
10912	20130301	2_A	16:14:02	2	 cue	 125716			 NA	 4000	 high		 Cue3.JPG	 Cue6.JPG	 Cue1.JPG	 NA				 NA
10912	20130301	2_A	16:14:02	2	 cue	 131216			 NA	 1000	 high		 Cue5.JPG	 Cue7.JPG	 Cue3.JPG	 NA				 NA
10912	20130301	2_A	16:14:02	2	 cueDelayProbe	 133715	 135215	 136715	 1500	 2000	 high		 Cue7.JPG	 Cue2.JPG	 Cue6.JPG	 Target1368.JPG	 1151	 137866	 1	 yes
10912	20130301	2_A	16:14:02	2	 cueDelayProbe	 141232	 142732	 145731	 3000	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 Target1368.JPG	 1119	 146850	 1	 no
10912	20130301	2_A	16:14:02	2	 cue	 149248			 NA	 4000	 high		 Cue7.JPG	 Cue3.JPG	 Cue1.JPG	 NA				 NA
10912	20130301	2_A	16:14:02	2	 cueDelayProbe	 154748	 156248	 159247	 3000	 4000	 high		 Cue2.JPG	 Cue4.JPG	 Cue5.JPG	 Target1367.JPG	 1267	 160514	 1	 no
10912	20130301	2_A	16:14:02	2	 cue	 165764			 NA	 4000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 NA				 NA
10912	20130301	2_A	16:14:02	2	 cueDelayProbe	 171263	 172763	 177263	 4500	 2000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 Target1457.JPG	 1291	 178554	 1	 no
10912	20130301	2_A	16:14:02	2	 cueDelay	 181779	 183279		 3000	 2000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 NA				 NA
10912	20130301	2_A	16:14:02	2	 cueDelay	 188279	 189779		 1500	 8000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 NA				 NA
10912	20130301	2_A	16:14:02	2	 cueDelayProbe	 199278	 200778	 202296	 1500	 1000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 Target2458.JPG	 1098	 203394	 1	 yes
10912	20130301	2_A	16:14:02	2	 cueDelayProbe	 205811	 207311	 210328	 3000	 2000	 high		 Cue7.JPG	 Cue6.JPG	 Cue2.JPG	 Target1357.JPG	 1170	 211498	 1	 yes
10912	20130301	2_A	16:14:02	2	 cue	 214844			 NA	 1000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 NA				 NA
10912	20130301	2_A	16:14:02	2	 cue	 217344			 NA	 1000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 NA				 NA
10912	20130301	2_A	16:14:02	2	 cue	 219844			 NA	 16000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 NA				 NA
10912	20130301	2_A	16:14:02	2	 cueDelayProbe	 237343	 238843	 241843	 3000	 8000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 Target1467.JPG	 902	 242745	 1	 yes
10912	20130301	2_A	16:14:02	2	 cueDelay	 252359	 253859		 4500	 8000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 NA				 NA
10912	20130301	2_A	16:14:02	2	 cueDelayProbe	 266358	 267858	 270874	 3000	 1000	 high		 Cue2.JPG	 Cue3.JPG	 Cue8.JPG	 Target1457.JPG	 1231	 272105	 1	 no
10912	20130301	2_A	16:14:02	2	 cueDelayProbe	 274391	 275891	 277391	 1500	 1000	 high		 Cue1.JPG	 Cue3.JPG	 Cue8.JPG	 Target2458.JPG	 1282	 278673	 1	 yes
10912	20130301	2_A	16:14:02	2	 cueDelayProbe	 280907	 282407	 286907	 4500	 8000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 Target1357.JPG	 1014	 287921	 1	 yes
10912	20130301	2_A	16:14:02	2	 cueDelay	 297423	 298923		 1500	 2000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 NA				 NA
10912	20130301	2_A	16:14:02	2	 cueDelay	 302423	 303923		 1500	 1000	 high		 Cue6.JPG	 Cue7.JPG	 Cue3.JPG	 NA				 NA
10912	20130301	2_A	16:14:02	2	 cueDelay	 306422	 307922		 1500	 2000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 NA				 NA
10912	20130301	2_A	16:14:02	2	 cueDelayProbe	 311422	 312922	 314439	 1500	 1000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 Target2467.JPG	 962	 315401	 1	 yes
10912	20130301	2_A	16:14:02	2	 cue	 317955			 NA	 2000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 NA				 NA
10912	20130301	2_A	16:14:02	2	 cueDelayProbe	 321455	 322955	 325971	 3000	 1000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 Target1468.JPG	 846	 326817	 1	 yes
10912	20130301	2_A	16:14:02	2	 cueDelay	 329488	 330988		 1500	 2000	 high		 Cue3.JPG	 Cue8.JPG	 Cue1.JPG	 NA				 NA
10912	20130301	2_A	16:14:02	2	 cueDelayProbe	 334488	 335987	 337487	 1500	 2000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 Target1357.JPG	 850	 338337	 1	 no
10912	20130301	2_A	16:14:02	2	 cueDelayProbe	 342004	 343504	 345037	 1500	 2000	 high		 Cue3.JPG	 Cue1.JPG	 Cue8.JPG	 Target2457.JPG	 1156	 346193	 1	 no
10912	20130301	2_A	16:14:02	2	 cueDelayProbe	 349553	 351053	 352553	 1500	 4000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 Target2467.JPG	 880	 353433	 1	 yes
10912	20130301	2_A	16:14:02	2	 cueDelayProbe	 359069	 360569	 363569	 3000	 1000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 Target2468.JPG	 1984	 365553	 1	 no
10912	20130301	2_A	16:14:02	2	 cueDelayProbe	 367086	 368586	 370086	 1500	 1000	 high		 Cue4.JPG	 Cue7.JPG	 Cue6.JPG	 Target2358.JPG	 986	 371072	 1	 no
10912	20130301	2_A	16:14:02	2	 cueDelayProbe	 373602	 375102	 376603	 1500	 4000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 Target2467.JPG	 845	 377448	 1	 no
10912	20130301	2_A	16:14:02	2	 cueDelayProbe	 383118	 384618	 389118	 4500	 1000	 high		 Cue1.JPG	 Cue7.JPG	 Cue4.JPG	 Target2368.JPG	 1658	 390776	 1	 no
10912	20130301	2_A	16:14:02	2	 cue	 392634			 NA	 1000	 high		 Cue3.JPG	 Cue7.JPG	 Cue5.JPG	 NA				 NA
10918	20130129	2_A	15:48:04	2	 cueDelayProbe			 34347	 1500	 1000	 high		 Cue2.JPG	 Cue4.JPG	 Cue8.JPG	 Target2367.JPG	 1368	 35715	 1	 yes
10918	20130129	2_A	15:48:04	2	 cueDelayProbe			 40663	 1500	 4000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 Target1357.JPG	 956	 41619	 1	 no
10918	20130129	2_A	15:48:04	2	 cue				 NA	 1000	 high		 Cue8.JPG	 Cue2.JPG	 Cue3.JPG	 NA				 NA
10918	20130129	2_A	15:48:04	2	 cueDelay				 1500	 4000	 high		 Cue2.JPG	 Cue6.JPG	 Cue7.JPG	 NA				 NA
10918	20130129	2_A	15:48:04	2	 cue				 NA	 2000	 high		 Cue7.JPG	 Cue3.JPG	 Cue5.JPG	 NA				 NA
10918	20130129	2_A	15:48:04	2	 cueDelayProbe			 64479	 3000	 16000	 high		 Cue2.JPG	 Cue4.JPG	 Cue7.JPG	 Target1458.JPG	 1435	 65914	 1	 yes
10918	20130129	2_A	15:48:04	2	 cueDelay				 3000	 1000	 high		 Cue7.JPG	 Cue6.JPG	 Cue4.JPG	 NA				 NA
10918	20130129	2_A	15:48:04	2	 cueDelay				 4500	 1000	 high		 Cue7.JPG	 Cue2.JPG	 Cue5.JPG	 NA				 NA
10918	20130129	2_A	15:48:04	2	 cueDelay				 3000	 1000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 NA				 NA
10918	20130129	2_A	15:48:04	2	 cueDelay				 3000	 1000	 high		 Cue3.JPG	 Cue8.JPG	 Cue2.JPG	 NA				 NA
10918	20130129	2_A	15:48:04	2	 cueDelayProbe			 109309	 1500	 1000	 high		 Cue1.JPG	 Cue6.JPG	 Cue4.JPG	 Target2357.JPG	 1325	 110634	 1	 no
10918	20130129	2_A	15:48:04	2	 cue				 NA	 2000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 NA				 NA
10918	20130129	2_A	15:48:04	2	 cueDelayProbe			 122125	 4500	 1000	 high		 Cue8.JPG	 Cue1.JPG	 Cue3.JPG	 Target1467.JPG	 1789	 123914	 1	 yes
10918	20130129	2_A	15:48:04	2	 cue				 NA	 4000	 high		 Cue3.JPG	 Cue6.JPG	 Cue1.JPG	 NA				 NA
10918	20130129	2_A	15:48:04	2	 cue				 NA	 1000	 high		 Cue5.JPG	 Cue7.JPG	 Cue3.JPG	 NA				 NA
10918	20130129	2_A	15:48:04	2	 cueDelayProbe			 136441	 1500	 2000	 high		 Cue7.JPG	 Cue2.JPG	 Cue6.JPG	 Target1368.JPG	 1177	 137618	 1	 yes
10918	20130129	2_A	15:48:04	2	 cueDelayProbe			 145257	 3000	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 Target1368.JPG	 1145	 146402	 1	 no
10918	20130129	2_A	15:48:04	2	 cue				 NA	 4000	 high		 Cue7.JPG	 Cue3.JPG	 Cue1.JPG	 NA				 NA
10918	20130129	2_A	15:48:04	2	 cueDelayProbe			 158573	 3000	 4000	 high		 Cue2.JPG	 Cue4.JPG	 Cue5.JPG	 Target1367.JPG	 1636	 160209	 1	 no
10918	20130129	2_A	15:48:04	2	 cue				 NA	 4000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 NA				 NA
10918	20130129	2_A	15:48:04	2	 cueDelayProbe			 176405	 4500	 2000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 Target1457.JPG	 1492	 177897	 1	 no
10918	20130129	2_A	15:48:04	2	 cueDelay				 3000	 2000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 NA				 NA
10918	20130129	2_A	15:48:04	2	 cueDelay				 1500	 8000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 NA				 NA
10918	20130129	2_A	15:48:04	2	 cueDelayProbe			 201220	 1500	 1000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 Target2458.JPG	 1389	 202609	 1	 yes
10918	20130129	2_A	15:48:04	2	 cueDelayProbe			 209037	 3000	 2000	 high		 Cue7.JPG	 Cue6.JPG	 Cue2.JPG	 Target1357.JPG	 1292	 210329	 1	 yes
10918	20130129	2_A	15:48:04	2	 cue				 NA	 1000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 NA				 NA
10918	20130129	2_A	15:48:04	2	 cue				 NA	 1000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 NA				 NA
10918	20130129	2_A	15:48:04	2	 cue				 NA	 16000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 NA				 NA
10918	20130129	2_A	15:48:04	2	 cueDelayProbe			 240368	 3000	 8000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 Target1467.JPG	 1257	 241625	 1	 yes
10918	20130129	2_A	15:48:04	2	 cueDelay				 4500	 8000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 NA				 NA
10918	20130129	2_A	15:48:04	2	 cueDelayProbe			 269184	 3000	 1000	 high		 Cue2.JPG	 Cue3.JPG	 Cue8.JPG	 Target1457.JPG	 1504	 270688	 1	 no
10918	20130129	2_A	15:48:04	2	 cueDelayProbe			 275500	 1500	 1000	 high		 Cue1.JPG	 Cue3.JPG	 Cue8.JPG	 Target2458.JPG	 1284	 276784	 1	 yes
10918	20130129	2_A	15:48:04	2	 cueDelayProbe			 284816	 4500	 8000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 Target1357.JPG	 1064	 285880	 1	 yes
10918	20130129	2_A	15:48:04	2	 cueDelay				 1500	 2000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 NA				 NA
10918	20130129	2_A	15:48:04	2	 cueDelay				 1500	 1000	 high		 Cue6.JPG	 Cue7.JPG	 Cue3.JPG	 NA				 NA
10918	20130129	2_A	15:48:04	2	 cueDelay				 1500	 2000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 NA				 NA
10918	20130129	2_A	15:48:04	2	 cueDelayProbe			 312147	 1500	 1000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 Target2467.JPG	 1173	 313320	 1	 yes
10918	20130129	2_A	15:48:04	2	 cue				 NA	 2000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 NA				 NA
10918	20130129	2_A	15:48:04	2	 cueDelayProbe			 323463	 3000	 1000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 Target1468.JPG	 849	 324312	 1	 yes
10918	20130129	2_A	15:48:04	2	 cueDelay				 1500	 2000	 high		 Cue3.JPG	 Cue8.JPG	 Cue1.JPG	 NA				 NA
10918	20130129	2_A	15:48:04	2	 cueDelayProbe			 334779	 1500	 2000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 Target1357.JPG	 1221	 336000	 1	 no
10918	20130129	2_A	15:48:04	2	 cueDelayProbe			 342095	 1500	 2000	 high		 Cue3.JPG	 Cue1.JPG	 Cue8.JPG	 Target2457.JPG	 1161	 343256	 1	 no
10918	20130129	2_A	15:48:04	2	 cueDelayProbe			 349412	 1500	 4000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 Target2467.JPG	 1220	 350632	 1	 yes
10918	20130129	2_A	15:48:04	2	 cueDelayProbe			 360228	 3000	 1000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 Target2468.JPG	 1107	 361335	 1	 no
10918	20130129	2_A	15:48:04	2	 cueDelayProbe			 366544	 1500	 1000	 high		 Cue4.JPG	 Cue7.JPG	 Cue6.JPG	 Target2358.JPG	 1119	 367663	 1	 no
10918	20130129	2_A	15:48:04	2	 cueDelayProbe			 372860	 1500	 4000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 Target2467.JPG	 1803	 374663	 1	 no
10918	20130129	2_A	15:48:04	2	 cueDelayProbe			 385176	 4500	 1000	 high		 Cue1.JPG	 Cue7.JPG	 Cue4.JPG	 Target2368.JPG	 1031	 386207	 1	 no
10918	20130129	2_A	15:48:04	2	 cue				 NA	 1000	 high		 Cue3.JPG	 Cue7.JPG	 Cue5.JPG	 NA				 NA
10927	20130405	2_A	14:42:38	2	 cueDelayProbe	 41576	 43076	 44576	 1500	 1000	 high		 Cue2.JPG	 Cue4.JPG	 Cue8.JPG	 Target2367.JPG	 1104	 45680	 1	 yes
10927	20130405	2_A	14:42:38	2	 cueDelayProbe	 48092	 49592	 51109	 1500	 4000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 Target1357.JPG	 628	 51737	 1	 no
10927	20130405	2_A	14:42:38	2	 cue	 57625			 NA	 1000	 high		 Cue8.JPG	 Cue2.JPG	 Cue3.JPG	 NA				 NA
10927	20130405	2_A	14:42:38	2	 cueDelay	 60125	 61625		 1500	 4000	 high		 Cue2.JPG	 Cue6.JPG	 Cue7.JPG	 NA				 NA
10927	20130405	2_A	14:42:38	2	 cue	 67124			 NA	 2000	 high		 Cue7.JPG	 Cue3.JPG	 Cue5.JPG	 NA				 NA
10927	20130405	2_A	14:42:38	2	 cueDelayProbe	 70624	 72124	 75157	 3000	 16000	 high		 Cue2.JPG	 Cue4.JPG	 Cue7.JPG	 Target1458.JPG	 1891	 77048	 0	 yes
10927	20130405	2_A	14:42:38	2	 cueDelay	 93673	 95173		 3000	 1000	 high		 Cue7.JPG	 Cue6.JPG	 Cue4.JPG	 NA				 NA
10927	20130405	2_A	14:42:38	2	 cueDelay	 99172	 100672		 4500	 1000	 high		 Cue7.JPG	 Cue2.JPG	 Cue5.JPG	 NA				 NA
10927	20130405	2_A	14:42:38	2	 cueDelay	 106172	 107672		 3000	 1000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 NA				 NA
10927	20130405	2_A	14:42:38	2	 cueDelay	 111672	 113172		 3000	 1000	 high		 Cue3.JPG	 Cue8.JPG	 Cue2.JPG	 NA				 NA
10927	20130405	2_A	14:42:38	2	 cueDelayProbe	 117171	 118671	 120188	 1500	 1000	 high		 Cue1.JPG	 Cue6.JPG	 Cue4.JPG	 Target2357.JPG	 809	 120997	 1	 no
10927	20130405	2_A	14:42:38	2	 cue	 123704			 NA	 2000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 NA				 NA
10927	20130405	2_A	14:42:38	2	 cueDelayProbe	 127204	 128704	 133220	 4500	 1000	 high		 Cue8.JPG	 Cue1.JPG	 Cue3.JPG	 Target1467.JPG	 1037	 134257	 0	 yes
10927	20130405	2_A	14:42:38	2	 cue	 136737			 NA	 4000	 high		 Cue3.JPG	 Cue6.JPG	 Cue1.JPG	 NA				 NA
10927	20130405	2_A	14:42:38	2	 cue	 142236			 NA	 1000	 high		 Cue5.JPG	 Cue7.JPG	 Cue3.JPG	 NA				 NA
10927	20130405	2_A	14:42:38	2	 cueDelayProbe	 144736	 146236	 147753	 1500	 2000	 high		 Cue7.JPG	 Cue2.JPG	 Cue6.JPG	 Target1368.JPG	 1109	 148862	 1	 yes
10927	20130405	2_A	14:42:38	2	 cueDelayProbe	 152269	 153769	 156786	 3000	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 Target1368.JPG	 507	 157293	 1	 no
10927	20130405	2_A	14:42:38	2	 cue	 160302			 NA	 4000	 high		 Cue7.JPG	 Cue3.JPG	 Cue1.JPG	 NA				 NA
10927	20130405	2_A	14:42:38	2	 cueDelayProbe	 165802	 167302	 170318	 3000	 4000	 high		 Cue2.JPG	 Cue4.JPG	 Cue5.JPG	 Target1367.JPG	 897	 171215	 1	 no
