subj	date	SessionTime	level	Procedure	Grid1.OnsetTime	ITI	Load	Block	Cue1_img	Cue2_img	Cue3_img	Target_img	Target.RT	Target.RTTime	Target.ACC
10811	20130401	11:31:10	2	 cueDelayProbe	 604365	 2000	 high		 Cue6.JPG	 Cue1.JPG	 Cue4.JPG	 Target2357.JPG	 1561	 608943	 1
10811	20130401	11:31:10	2	 cueDelayProbe	 611898	 8000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 Target1468.JPG	 0	 0	 0
10811	20130401	11:31:10	2	 cueDelayProbe	 625398	 4000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 Target1367.JPG	 1252	 631183	 1
			1												
10873	20130610	09:04:17	2	 cueDelay	 333677	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 NA			
10873	20130610	09:04:17	2	 cueDelayProbe	 337677	 1000	 high		 Cue3.JPG	 Cue6.JPG	 Cue2.JPG	 Target1468.JPG	 1168	 341862	 1
10873	20130610	09:04:17	2	 cueDelayProbe	 344210	 1000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 Target2358.JPG	 759	 349470	 1
10873	20130610	09:04:17	2	 cueDelayProbe	 352227	 8000	 high		 Cue3.JPG	 Cue6.JPG	 Cue7.JPG	 Target1457.JPG	 745	 357473	 1
10873	20130610	09:04:17	2	 cueDelayProbe	 367244	 1000	 high		 Cue6.JPG	 Cue2.JPG	 Cue4.JPG	 Target1357.JPG	 1023	 371267	 1
10873	20130610	09:04:17	2	 cueDelayProbe	 373761	 4000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 Target2368.JPG	 729	 379007	 1
10873	20130610	09:04:17	2	 cueDelayProbe	 384795	 2000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 Target1457.JPG	 754	 388565	 1
10873	20130610	09:04:17	2	 cueDelayProbe	 392328	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 Target2367.JPG	 678	 396006	 1
10873	20130610	09:04:17	2	 cue	 398845	 1000	 high		 Cue5.JPG	 Cue2.JPG	 Cue3.JPG	 NA			
10873	20130610	09:04:17	2	 cueDelayProbe	 401345	 1000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 Target2357.JPG	 591	 404936	 1
10873	20130610	09:04:17	2	 cue	 407862	 1000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 NA			
10873	20130610	09:04:17	2	 cueDelayProbe	 410362	 1000	 high		 Cue6.JPG	 Cue7.JPG	 Cue4.JPG	 Target1368.JPG	 1338	 414700	 1
10873	20130610	09:04:17	2	 cueDelay	 416879	 2000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 NA			
10873	20130610	09:04:17	2	 cueDelayProbe	 423379	 8000	 high		 Cue4.JPG	 Cue2.JPG	 Cue6.JPG	 Target1357.JPG	 917	 427313	 1
10873	20130610	09:04:17	2	 cueDelay	 436912	 2000	 high		 Cue1.JPG	 Cue3.JPG	 Cue6.JPG	 NA			
10873	20130610	09:04:17	2	 cueDelayProbe	 441913	 4000	 high		 Cue3.JPG	 Cue5.JPG	 Cue8.JPG	 Target1467.JPG	 1001	 447430	 0
10873	20130610	09:04:17	2	 cue	 452946	 16000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 NA			
10873	20130610	09:04:17	2	 cue	 470446	 2000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 NA			
10873	20130610	09:04:17	2	 cueDelay	 473947	 8000	 high		 Cue4.JPG	 Cue2.JPG	 Cue5.JPG	 NA			
10873	20130610	09:04:17	2	 cue	 486447	 2000	 high		 Cue1.JPG	 Cue4.JPG	 Cue5.JPG	 NA			
10873	20130610	09:04:17	2	 cue	 489947	 1000	 high		 Cue6.JPG	 Cue1.JPG	 Cue8.JPG	 NA			
10873	20130610	09:04:17	2	 cueDelay	 492447	 1000	 high		 Cue5.JPG	 Cue8.JPG	 Cue3.JPG	 NA			
10873	20130610	09:04:17	2	 cueDelay	 496447	 1000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 NA			
10873	20130610	09:04:17	2	 cueDelayProbe	 500447	 1000	 high		 Cue4.JPG	 Cue8.JPG	 Cue6.JPG	 Target1358.JPG	 1130	 504577	 0
10873	20130610	09:04:17	2	 cueDelayProbe	 506964	 2000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 Target1357.JPG	 1202	 514183	 0
10873	20130610	09:04:17	2	 cue	 517497	 1000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 NA			
10873	20130610	09:04:17	2	 cueDelay	 519997	 2000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 NA			
10873	20130610	09:04:17	2	 cue	 526498	 4000	 high		 Cue4.JPG	 Cue6.JPG	 Cue7.JPG	 NA			
10873	20130610	09:04:17	2	 cueDelay	 531998	 1000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 NA			
10873	20130610	09:04:17	2	 cueDelayProbe	 535998	 1000	 high		 Cue5.JPG	 Cue3.JPG	 Cue7.JPG	 Target2468.JPG	 1576	 542075	 1
10873	20130610	09:04:17	2	 cueDelayProbe	 544015	 4000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 Target2468.JPG	 979	 548010	 1
10873	20130610	09:04:17	2	 cueDelay	 553548	 1000	 high		 Cue6.JPG	 Cue8.JPG	 Cue1.JPG	 NA			
10873	20130610	09:04:17	2	 cueDelay	 559048	 2000	 high		 Cue2.JPG	 Cue7.JPG	 Cue5.JPG	 NA			
10873	20130610	09:04:17	2	 cueDelayProbe	 567048	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 Target1357.JPG	 817	 573882	 1
10873	20130610	09:04:17	2	 cueDelayProbe	 576582	 1000	 high		 Cue8.JPG	 Cue6.JPG	 Cue2.JPG	 Target1358.JPG	 874	 581973	 1
10873	20130610	09:04:17	2	 cueDelayProbe	 584616	 2000	 high		 Cue1.JPG	 Cue4.JPG	 Cue7.JPG	 Target2368.JPG	 982	 591614	 1
10873	20130610	09:04:17	2	 cue	 595149	 4000	 high		 Cue3.JPG	 Cue7.JPG	 Cue6.JPG	 NA			
10873	20130610	09:04:17	2	 cueDelay	 600649	 2000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 NA			
10873	20130610	09:04:17	2	 cueDelay	 608649	 4000	 high		 Cue5.JPG	 Cue1.JPG	 Cue8.JPG	 NA			
10873	20130610	09:04:17	2	 cue	 615650	 16000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 NA			
10873	20130610	09:04:17	2	 cueDelayProbe	 633150	 1000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 Target2368.JPG	 825	 638492	 1
10873	20130610	09:04:17	2	 cueDelayProbe	 641183	 4000	 high		 Cue2.JPG	 Cue8.JPG	 Cue6.JPG	 Target1467.JPG	 1559	 648743	 1
10873	20130610	09:04:17	2	 cue	 653700	 1000	 high		 Cue8.JPG	 Cue4.JPG	 Cue1.JPG	 NA			
10873	20130610	09:04:17	2	 cue	 656200	 2000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 NA			
10873	20130610	09:04:17	2	 cueDelayProbe	 659700	 1000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 Target1467.JPG	 759	 663476	 1
10873	20130610	09:04:17	2	 cueDelayProbe	 666234	 2000	 high		 Cue6.JPG	 Cue1.JPG	 Cue4.JPG	 Target2357.JPG	 958	 670192	 1
10873	20130610	09:04:17	2	 cueDelayProbe	 673751	 8000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 Target1468.JPG	 1138	 677905	 1
10873	20130610	09:04:17	2	 cueDelayProbe	 687284	 4000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 Target1367.JPG	 682	 692466	 1
			1												
10910	20130207	17:15:48	2	 cueDelay	 332624	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 NA			
10910	20130207	17:15:48	2	 cueDelayProbe	 336624	 1000	 high		 Cue3.JPG	 Cue6.JPG	 Cue2.JPG	 Target1468.JPG	 1369	 341026	 1
10910	20130207	17:15:48	2	 cueDelayProbe	 343173	 1000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 Target2358.JPG	 794	 348501	 1
10910	20130207	17:15:48	2	 cueDelayProbe	 351223	 8000	 high		 Cue3.JPG	 Cue6.JPG	 Cue7.JPG	 Target1457.JPG	 930	 356687	 1
10910	20130207	17:15:48	2	 cueDelayProbe	 366273	 1000	 high		 Cue6.JPG	 Cue2.JPG	 Cue4.JPG	 Target1357.JPG	 1335	 370658	 1
10910	20130207	17:15:48	2	 cueDelayProbe	 372840	 4000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 Target2368.JPG	 1210	 378583	 1
10910	20130207	17:15:48	2	 cueDelayProbe	 383889	 2000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 Target1457.JPG	 914	 387804	 1
10910	20130207	17:15:48	2	 cueDelayProbe	 391406	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 Target2367.JPG	 1182	 395605	 1
10910	20130207	17:15:48	2	 cue	 397939	 1000	 high		 Cue5.JPG	 Cue2.JPG	 Cue3.JPG	 NA			
10910	20130207	17:15:48	2	 cueDelayProbe	 400439	 1000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 Target2357.JPG	 1139	 404595	 1
10910	20130207	17:15:48	2	 cue	 406972	 1000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 NA			
10910	20130207	17:15:48	2	 cueDelayProbe	 409472	 1000	 high		 Cue6.JPG	 Cue7.JPG	 Cue4.JPG	 Target1368.JPG	 1074	 413563	 1
10910	20130207	17:15:48	2	 cueDelay	 416006	 2000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 NA			
10910	20130207	17:15:48	2	 cueDelayProbe	 422506	 8000	 high		 Cue4.JPG	 Cue2.JPG	 Cue6.JPG	 Target1357.JPG	 1040	 426562	 1
10910	20130207	17:15:48	2	 cueDelay	 436039	 2000	 high		 Cue1.JPG	 Cue3.JPG	 Cue6.JPG	 NA			
10910	20130207	17:15:48	2	 cueDelayProbe	 441039	 4000	 high		 Cue3.JPG	 Cue5.JPG	 Cue8.JPG	 Target1467.JPG	 1249	 446804	 1
10910	20130207	17:15:48	2	 cue	 452072	 16000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 NA			
10910	20130207	17:15:48	2	 cue	 469571	 2000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 NA			
10910	20130207	17:15:48	2	 cueDelay	 473071	 8000	 high		 Cue4.JPG	 Cue2.JPG	 Cue5.JPG	 NA			
10910	20130207	17:15:48	2	 cue	 485571	 2000	 high		 Cue1.JPG	 Cue4.JPG	 Cue5.JPG	 NA			
10910	20130207	17:15:48	2	 cue	 489071	 1000	 high		 Cue6.JPG	 Cue1.JPG	 Cue8.JPG	 NA			
10910	20130207	17:15:48	2	 cueDelay	 491571	 1000	 high		 Cue5.JPG	 Cue8.JPG	 Cue3.JPG	 NA			
10910	20130207	17:15:48	2	 cueDelay	 495571	 1000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 NA			
10910	20130207	17:15:48	2	 cueDelayProbe	 499571	 1000	 high		 Cue4.JPG	 Cue8.JPG	 Cue6.JPG	 Target1358.JPG	 1279	 503883	 1
10910	20130207	17:15:48	2	 cueDelayProbe	 506121	 2000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 Target1357.JPG	 1163	 513284	 1
10910	20130207	17:15:48	2	 cue	 516637	 1000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 NA			
10910	20130207	17:15:48	2	 cueDelay	 519137	 2000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 NA			
10910	20130207	17:15:48	2	 cue	 525637	 4000	 high		 Cue4.JPG	 Cue6.JPG	 Cue7.JPG	 NA			
10910	20130207	17:15:48	2	 cueDelay	 531137	 1000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 NA			
10910	20130207	17:15:48	2	 cueDelayProbe	 535137	 1000	 high		 Cue5.JPG	 Cue3.JPG	 Cue7.JPG	 Target2468.JPG	 1031	 540701	 1
10910	20130207	17:15:48	2	 cueDelayProbe	 543187	 4000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 Target2468.JPG	 1033	 547236	 1
10910	20130207	17:15:48	2	 cueDelay	 552720	 1000	 high		 Cue6.JPG	 Cue8.JPG	 Cue1.JPG	 NA			
10910	20130207	17:15:48	2	 cueDelay	 558220	 2000	 high		 Cue2.JPG	 Cue7.JPG	 Cue5.JPG	 NA			
10910	20130207	17:15:48	2	 cueDelayProbe	 566220	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 Target1357.JPG	 1550	 573770	 1
10910	20130207	17:15:48	2	 cueDelayProbe	 575736	 1000	 high		 Cue8.JPG	 Cue6.JPG	 Cue2.JPG	 Target1358.JPG	 1156	 581409	 1
10910	20130207	17:15:48	2	 cueDelayProbe	 583769	 2000	 high		 Cue1.JPG	 Cue4.JPG	 Cue7.JPG	 Target2368.JPG	 1245	 591014	 1
10910	20130207	17:15:48	2	 cue	 594286	 4000	 high		 Cue3.JPG	 Cue7.JPG	 Cue6.JPG	 NA			
10910	20130207	17:15:48	2	 cueDelay	 599786	 2000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 NA			
10910	20130207	17:15:48	2	 cueDelay	 607786	 4000	 high		 Cue5.JPG	 Cue1.JPG	 Cue8.JPG	 NA			
10910	20130207	17:15:48	2	 cue	 614786	 16000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 NA			
10910	20130207	17:15:48	2	 cueDelayProbe	 632285	 1000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 Target2368.JPG	 998	 637800	 1
10910	20130207	17:15:48	2	 cueDelayProbe	 640319	 4000	 high		 Cue2.JPG	 Cue8.JPG	 Cue6.JPG	 Target1467.JPG	 1369	 647704	 1
10910	20130207	17:15:48	2	 cue	 652852	 1000	 high		 Cue8.JPG	 Cue4.JPG	 Cue1.JPG	 NA			
10910	20130207	17:15:48	2	 cue	 655352	 2000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 NA			
10910	20130207	17:15:48	2	 cueDelayProbe	 658852	 1000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 Target1467.JPG	 1299	 663150	 1
10910	20130207	17:15:48	2	 cueDelayProbe	 665368	 2000	 high		 Cue6.JPG	 Cue1.JPG	 Cue4.JPG	 Target2357.JPG	 1287	 669672	 1
10910	20130207	17:15:48	2	 cueDelayProbe	 672901	 8000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 Target1468.JPG	 1250	 677168	 1
10910	20130207	17:15:48	2	 cueDelayProbe	 686434	 4000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 Target1367.JPG	 1236	 692187	 1
			1												
10911	20130219	17:37:38	2	 cueDelay	 538279	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 NA			
10911	20130219	17:37:38	2	 cueDelayProbe	 542279	 1000	 high		 Cue3.JPG	 Cue6.JPG	 Cue2.JPG	 Target1468.JPG	 1919	 547231	 1
10911	20130219	17:37:38	2	 cueDelayProbe	 548829	 1000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 Target2358.JPG	 1045	 554424	 1
10911	20130219	17:37:38	2	 cueDelayProbe	 556895	 8000	 high		 Cue3.JPG	 Cue6.JPG	 Cue7.JPG	 Target1457.JPG	 1003	 562432	 1
10911	20130219	17:37:38	2	 cueDelayProbe	 571945	 1000	 high		 Cue6.JPG	 Cue2.JPG	 Cue4.JPG	 Target1357.JPG	 1873	 576851	 0
10911	20130219	17:37:38	2	 cueDelayProbe	 578495	 4000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 Target2368.JPG	 1124	 584136	 1
10911	20130219	17:37:38	2	 cueDelayProbe	 589528	 2000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 Target1457.JPG	 1019	 593564	 1
10911	20130219	17:37:38	2	 cueDelayProbe	 597061	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 Target2367.JPG	 1056	 601134	 1
10911	20130219	17:37:38	2	 cue	 603595	 1000	 high		 Cue5.JPG	 Cue2.JPG	 Cue3.JPG	 NA			
10911	20130219	17:37:38	2	 cueDelayProbe	 606094	 1000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 Target2357.JPG	 1292	 610420	 1
10911	20130219	17:37:38	2	 cue	 612644	 1000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 NA			
10911	20130219	17:37:38	2	 cueDelayProbe	 615144	 1000	 high		 Cue6.JPG	 Cue7.JPG	 Cue4.JPG	 Target1368.JPG	 1653	 619831	 1
10911	20130219	17:37:38	2	 cueDelay	 621694	 2000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 NA			
10911	20130219	17:37:38	2	 cueDelayProbe	 628194	 8000	 high		 Cue4.JPG	 Cue2.JPG	 Cue6.JPG	 Target1357.JPG	 1886	 633097	 1
10911	20130219	17:37:38	2	 cueDelay	 641727	 2000	 high		 Cue1.JPG	 Cue3.JPG	 Cue6.JPG	 NA			
10911	20130219	17:37:38	2	 cueDelayProbe	 646727	 4000	 high		 Cue3.JPG	 Cue5.JPG	 Cue8.JPG	 Target1467.JPG	 1571	 652831	 1
10911	20130219	17:37:38	2	 cue	 657777	 16000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 NA			
10911	20130219	17:37:38	2	 cue	 675276	 2000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 NA			
10911	20130219	17:37:38	2	 cueDelay	 678776	 8000	 high		 Cue4.JPG	 Cue2.JPG	 Cue5.JPG	 NA			
10911	20130219	17:37:38	2	 cue	 691276	 2000	 high		 Cue1.JPG	 Cue4.JPG	 Cue5.JPG	 NA			
10911	20130219	17:37:38	2	 cue	 694776	 1000	 high		 Cue6.JPG	 Cue1.JPG	 Cue8.JPG	 NA			
10911	20130219	17:37:38	2	 cueDelay	 697276	 1000	 high		 Cue5.JPG	 Cue8.JPG	 Cue3.JPG	 NA			
10911	20130219	17:37:38	2	 cueDelay	 701276	 1000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 NA			
10911	20130219	17:37:38	2	 cueDelayProbe	 705276	 1000	 high		 Cue4.JPG	 Cue8.JPG	 Cue6.JPG	 Target1358.JPG	 1611	 709920	 1
10911	20130219	17:37:38	2	 cueDelayProbe	 711826	 2000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 Target1357.JPG	 1755	 719581	 1
10911	20130219	17:37:38	2	 cue	 722342	 1000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 NA			
10911	20130219	17:37:38	2	 cueDelay	 724842	 2000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 NA			
10911	20130219	17:37:38	2	 cue	 731342	 4000	 high		 Cue4.JPG	 Cue6.JPG	 Cue7.JPG	 NA			
10911	20130219	17:37:38	2	 cueDelay	 736842	 1000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 NA			
10911	20130219	17:37:38	2	 cueDelayProbe	 740842	 1000	 high		 Cue5.JPG	 Cue3.JPG	 Cue7.JPG	 Target2468.JPG	 1701	 747093	 1
10911	20130219	17:37:38	2	 cueDelayProbe	 748908	 4000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 Target2468.JPG	 1332	 753240	 1
10911	20130219	17:37:38	2	 cueDelay	 758425	 1000	 high		 Cue6.JPG	 Cue8.JPG	 Cue1.JPG	 NA			
10911	20130219	17:37:38	2	 cueDelay	 763925	 2000	 high		 Cue2.JPG	 Cue7.JPG	 Cue5.JPG	 NA			
10911	20130219	17:37:38	2	 cueDelayProbe	 771924	 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 Target1357.JPG	 1319	 779260	 1
10911	20130219	17:37:38	2	 cueDelayProbe	 781458	 1000	 high		 Cue8.JPG	 Cue6.JPG	 Cue2.JPG	 Target1358.JPG	 1999	 787973	 1
10911	20130219	17:37:38	2	 cueDelayProbe	 789491	 2000	 high		 Cue1.JPG	 Cue4.JPG	 Cue7.JPG	 Target2368.JPG	 1907	 797414	 1
10911	20130219	17:37:38	2	 cue	 800024	 4000	 high		 Cue3.JPG	 Cue7.JPG	 Cue6.JPG	 NA			
10911	20130219	17:37:38	2	 cueDelay	 805524	 2000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 NA			
10911	20130219	17:37:38	2	 cueDelay	 813524	 4000	 high		 Cue5.JPG	 Cue1.JPG	 Cue8.JPG	 NA			
10911	20130219	17:37:38	2	 cue	 820523	 16000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 NA			
10911	20130219	17:37:38	2	 cueDelayProbe	 838023	 1000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 Target2368.JPG	 1030	 843570	 1
10911	20130219	17:37:38	2	 cueDelayProbe	 846056	 4000	 high		 Cue2.JPG	 Cue8.JPG	 Cue6.JPG	 Target1467.JPG	 1640	 853696	 1
10911	20130219	17:37:38	2	 cue	 858573	 1000	 high		 Cue8.JPG	 Cue4.JPG	 Cue1.JPG	 NA			
10911	20130219	17:37:38	2	 cue	 861073	 2000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 NA			
10911	20130219	17:37:38	2	 cueDelayProbe	 864573	 1000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 Target1467.JPG	 1538	 869127	 1
10911	20130219	17:37:38	2	 cueDelayProbe	 871106	 2000	 high		 Cue6.JPG	 Cue1.JPG	 Cue4.JPG	 Target2357.JPG	 1795	 875917	 1
10911	20130219	17:37:38	2	 cueDelayProbe	 878639	 8000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 Target1468.JPG	 879	 882535	 1
10911	20130219	17:37:38	2	 cueDelayProbe	 892172	 4000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 Target1367.JPG	 1091	 897796	 1
			1												
10912	20130131	16:17:59	2	 cueDelay		 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 NA			
10912	20130131	16:17:59	2	 cueDelayProbe		 1000	 high		 Cue3.JPG	 Cue6.JPG	 Cue2.JPG	 Target1468.JPG	 1461	 594907	 0
10912	20130131	16:17:59	2	 cueDelayProbe		 1000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 Target2358.JPG	 1204	 602467	 1
10912	20130131	16:17:59	2	 cueDelayProbe		 8000	 high		 Cue3.JPG	 Cue6.JPG	 Cue7.JPG	 Target1457.JPG	 1284	 610363	 1
10912	20130131	16:17:59	2	 cueDelayProbe		 1000	 high		 Cue6.JPG	 Cue2.JPG	 Cue4.JPG	 Target1357.JPG	 1712	 624107	 1
10912	20130131	16:17:59	2	 cueDelayProbe		 4000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 Target2368.JPG	 1272	 631483	 1
10912	20130131	16:17:59	2	 cueDelayProbe		 2000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 Target1457.JPG	 2092	 641619	 1
10912	20130131	16:17:59	2	 cueDelayProbe		 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 Target2367.JPG	 1392	 648235	 1
10912	20130131	16:17:59	2	 cue		 1000	 high		 Cue5.JPG	 Cue2.JPG	 Cue3.JPG	 NA			
10912	20130131	16:17:59	2	 cueDelayProbe		 1000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 Target2357.JPG	 1119	 656778	 1
10912	20130131	16:17:59	2	 cue		 1000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 NA			
10912	20130131	16:17:59	2	 cueDelayProbe		 1000	 high		 Cue6.JPG	 Cue7.JPG	 Cue4.JPG	 Target1368.JPG	 1198	 665674	 1
10912	20130131	16:17:59	2	 cueDelay		 2000	 low		 Cue1.JPG	 Cue1.JPG	 Cue1.JPG	 NA			
10912	20130131	16:17:59	2	 cueDelayProbe		 8000	 high		 Cue4.JPG	 Cue2.JPG	 Cue6.JPG	 Target1357.JPG	 1422	 678714	 1
10912	20130131	16:17:59	2	 cueDelay		 2000	 high		 Cue1.JPG	 Cue3.JPG	 Cue6.JPG	 NA			
10912	20130131	16:17:59	2	 cueDelayProbe		 4000	 high		 Cue3.JPG	 Cue5.JPG	 Cue8.JPG	 Target1467.JPG	 0	 0	 0
10912	20130131	16:17:59	2	 cue		 16000	 low		 Cue2.JPG	 Cue2.JPG	 Cue2.JPG	 NA			
10912	20130131	16:17:59	2	 cue		 2000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 NA			
10912	20130131	16:17:59	2	 cueDelay		 8000	 high		 Cue4.JPG	 Cue2.JPG	 Cue5.JPG	 NA			
10912	20130131	16:17:59	2	 cue		 2000	 high		 Cue1.JPG	 Cue4.JPG	 Cue5.JPG	 NA			
10912	20130131	16:17:59	2	 cue		 1000	 high		 Cue6.JPG	 Cue1.JPG	 Cue8.JPG	 NA			
10912	20130131	16:17:59	2	 cueDelay		 1000	 high		 Cue5.JPG	 Cue8.JPG	 Cue3.JPG	 NA			
10912	20130131	16:17:59	2	 cueDelay		 1000	 low		 Cue7.JPG	 Cue7.JPG	 Cue7.JPG	 NA			
10912	20130131	16:17:59	2	 cueDelayProbe		 1000	 high		 Cue4.JPG	 Cue8.JPG	 Cue6.JPG	 Target1358.JPG	 1689	 755609	 1
10912	20130131	16:17:59	2	 cueDelayProbe		 2000	 low		 Cue6.JPG	 Cue6.JPG	 Cue6.JPG	 Target1357.JPG	 1957	 765193	 1
10912	20130131	16:17:59	2	 cue		 1000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 NA			
10912	20130131	16:17:59	2	 cueDelay		 2000	 low		 Cue3.JPG	 Cue3.JPG	 Cue3.JPG	 NA			
10912	20130131	16:17:59	2	 cue		 4000	 high		 Cue4.JPG	 Cue6.JPG	 Cue7.JPG	 NA			
10912	20130131	16:17:59	2	 cueDelay		 1000	 low		 Cue4.JPG	 Cue4.JPG	 Cue4.JPG	 NA			
10912	20130131	16:17:59	2	 cueDelayProbe		 1000	 high		 Cue5.JPG	 Cue3.JPG	 Cue7.JPG	 Target2468.JPG	 2033	 792585	 1
10912	20130131	16:17:59	2	 cueDelayProbe		 4000	 low		 Cue8.JPG	 Cue8.JPG	 Cue8.JPG	 Target2468.JPG	 1295	 798163	 1
10912	20130131	16:17:59	2	 cueDelay		 1000	 high		 Cue6.JPG	 Cue8.JPG	 Cue1.JPG	 NA			
10912	20130131	16:17:59	2	 cueDelay		 2000	 high		 Cue2.JPG	 Cue7.JPG	 Cue5.JPG	 NA			
10912	20130131	16:17:59	2	 cueDelayProbe		 1000	 low		 Cue5.JPG	 Cue5.JPG	 Cue5.JPG	 Target1357.JPG	 1318	 824001	 1
10912	20130131	16:17:59	2	 cueDelayProbe		 1000	 high		 Cue8.JPG	 Cue6.JPG	 Cue2.JPG	 Target1358.JPG	 1230	 831729	 1
